price,link,title,location,description,attributes
"$2,650.00",/v-apartments-condos/delta-surrey-langley/brand-new-2-bedroom-2-bathroom-rental-homes-rent-free/1690960218,Brand New 2 Bedroom + 2 Bathroom Rental Homes - Rent Free,Surrey,"Welcome to Wood & Water's brand-new rental apartments, your oasis in the heart of Fleetwood, Surrey. This spacious 2 bed, 2 bath home is designed for individuals looking for amenities and style. With ...","{'Nearest intersection': '152 Street / 76 Avenue', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '767sqft'}"
"$2,900.00",/v-apartments-condos/vancouver-downtown-west-end/1-bdrm-apartment-downtown/1691035436,1-bdrm apartment Downtown,Downtown-West End,"This unit is located in an amazing neighborhood in Westend (Nelson & Jervis st) 9th floor Great floor plan, beautiful view Balcony, gym, sona, storage, underground car & bike & visitor parking, ...","{'Nearest intersection': 'Robson Street / Jervis Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '590sqft'}"
"$3,990.00",/v-apartments-condos/delta-surrey-langley/townhouse-for-rent/1691007766,Townhouse for Rent,Surrey,"Available for renting starting June 1 ‘24 . Beautiful three level, 1650 square foot townhouse by “Dawson Sawyer” complex in South Surrey. Four bedrooms, three and half bathrooms (One Bedroom with ...","{'Nearest intersection': 'Sullivan Street / McBride Avenue', 'Bedrooms': '4', 'Bathrooms': '3.5', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1650sqft'}"
"$2,250.00",/v-apartments-condos/vancouver/2-bedroom-suite-rental-heart-of-commercial-drive/1691006654,2 Bedroom Suite Rental - Heart of Commercial Drive,Vancouver,"2 Bedroom Suite, Heart of Commercial Drive, East Vancouver. Ideal for two adults and 1-2 children. Lower floor of heritage home. Shared laundry. New appliances, newly painted. $2250 per month. Plus ...","{'Nearest intersection': 'Commercial Drive / Kitchener Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '750sqft'}"
"$3,800.00",/v-apartments-condos/delta-surrey-langley/townhouse-for-rent/1691006415,townhouse for rent,Delta/Surrey/Langley,rent-3800 + utilities,"{'Nearest intersection': '64 Avenue / 126 Street', 'Bedrooms': '4', 'Bathrooms': '2.5', 'Unit type': 'Townhouse', 'Parking included': '1', 'Size (sqft)': '1600sqft'}"
"$4,200.00",/v-apartments-condos/vancouver/coal-harbour-two-bedroom-apartment-for-rent/1691003690,Coal Harbour - Two Bedroom Apartment for Rent,Vancouver,"$ 4200 monthly Available now Two bedroom Two bathroom +Den 950 ft Experience unparalleled luxury at Harbourside Park I Condos, a premium waterfront property in Vancouver. Designed by the globally ...","{'Nearest intersection': 'West Pender Street / Broughton Street', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '950sqft'}"
"$2,000.00",/v-apartments-condos/vancouver-downtown-west-end/upstair-private-ensuite-bedroom/1691000565,upstair private ensuite bedroom,Vancouver,Cozy house in the beautiful Vancouver Dunbar-Southland area. We are a family of 4 with a guest room available for long-term rental @ $2000/month on an annual lease. Single-person internet and utility ...,"{'Nearest intersection': 'Dunbar Street / West 20th Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '178sqft'}"
"$2,399.00",/v-apartments-condos/vancouver/rare-hudson-studio-den-covered-balcony-quiet-side-of-building/1690983852,RARE Hudson Studio +den &covered balcony  QUIET side of building,Vancouver,RARE Hudson Studio + den +covered deck balcony; QUIET side of building In the sought after Hudson building. Located at 610 Granville Street. ( Granville and Dunsmuir ) THIS IS THE LOWEST PRICED ...,"{'Nearest intersection': 'Dunsmuir Street / Granville Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '450sqft'}"
"$4,900.00",/v-apartments-condos/delta-surrey-langley/surrey-clayton-height-house-for-rent/1690981507,Surrey Clayton Height House for rent,Surrey,"$5300/ 6bedroom - 2556ft2 HOUSE FOR RENT (Surrey, clayton) 19079 69A AVENUE – Beautiful Large Spacious home available immediately Rent: $5300/month ~Very clean home in a family friendly neighbourhood ...","{'Nearest intersection': '192 Street / 69A Avenue', 'Bedrooms': '5', 'Bathrooms': '4', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '2556sqft'}"
"$2,800.00",/v-apartments-condos/delta-surrey-langley/apartment-for-rent/1690980883,Apartment for rent,Delta,"Available - April 15 2 Bed 2 bath comes with a covered parking and storage locker. Amenities include a well equipped club house, exercise room, outdoor lounge, BBQ area and play area. Central ...","{'Nearest intersection': 'Nicholson Road / Chateau Wynd', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '750sqft'}"
"$4,100.00",/v-apartments-condos/burnaby-new-westminster/4-beds-townhouse-for-rent/1690975958,4 beds townhouse for rent,Burnaby/New Westminster,"BRUKE MOUNTAIN, Coquitlam Townhouse Brand new Townhouse ready for 1 year lease! Corner unit- 2 floors- walkind 3 minutes distance to elementary school- small yard- too Bright clean and beautiful-No ...","{'Nearest intersection': 'Victoria Drive / Burke Mountain Street', 'Bedrooms': '3.5', 'Bathrooms': '3', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1470sqft'}"
"$2,600.00",/v-apartments-condos/vancouver/1-bed-1-bath-apartment-for-rent/1690923527,1 Bed 1 Bath - Apartment for Rent,Vancouver,"Welcome to your dream urban dwelling, a beautifully maintained 1-bedroom apartment teeming with conveniences and lifestyle-enhancing features. Nestled in a prime location, this unit promises seamless ...","{'Nearest intersection': 'Southeast Marine Drive / Chester Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '489sqft'}"
"$2,550.00",/v-apartments-condos/burnaby-new-westminster/beautiful-brand-new-two-bedrooms-legal-suite-in-coquitlam/1676003511,Beautiful Brand New Two bedrooms Legal Suite in Coquitlam,Coquitlam,"Beautiful Brand New Two bedrooms Legal Suite in Coquitlam Off of Linton St, Coquitlam, BC V3J, Canada BEAUTIFUL! BRAND NEW! AVAILABLE IMMEDIATELY VERY BRIGHT, 2 BEDROOM/1FULL BATH WALKOUT LEGAL Suite ...","{'Nearest intersection': 'Linton Street / Winslow Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '1000sqft'}"
"$3,400.00",/v-apartments-condos/richmond-bc/pet-friendly-3-beds-2-bath-newly-renovated-house-for-rent/1692334637,Pet Friendly 3 beds 2 bath newly renovated house for rent,Richmond,"Well behaved pets welcome! Newly renovated house available to stable, long term tenants (minimum 6 months term) Fully furnished, everything comes with the suite shown in photo. Brand new appliances. ...","{'Nearest intersection': 'No 1 Road / Tyson Place', 'Bedrooms': '3', 'Bathrooms': '1.5', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '1000sqft'}"
"$2,245.00",/v-apartments-condos/burnaby-new-westminster/skyview-apartments-1-bdrm-available-at-908-sixth-avenue-new-w/1686872272,"Skyview Apartments - 1 Bdrm available at 908 Sixth Avenue, New W",New Westminster,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/skyview-apartments/ Landscaped lobby ...,"{'Nearest intersection': 'Eighth Street / Sixth Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '595sqft'}"
"$3,600.00",/v-apartments-condos/tricities-pitt-maple/single-house-for-rent-in-maple-ridge/1693808029,Single house for rent in Maple Ridge,Maple Ridge,"12189, Creston st, this great family home is centrally located in the heart of West-Central Maple Ridge. Situated on a large, flat 100,000 sq ft lot, with nice landscaping and deck, east facing at ...","{'Nearest intersection': 'Laity Street / Campbell Avenue', 'Bedrooms': '3.5', 'Bathrooms': '2', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '1500sqft'}"
"$2,300.00",/v-apartments-condos/vancouver/near-ubc-arbutus-quilchena-1-bdrm-1bath-650-sqft/1695105973,Near UBC-Arbutus-Quilchena-1 Bdrm-1Bath/650 sqft,Vancouver,"Welcome to a clean & bright 650 sqft UNFURNISHED, private entrance, basement suite in a family home. Located in the desirable and safe neighbourhood of Quilchena/Arbutus, and 20 minutes from UBC ON ...","{'Nearest intersection': 'West King Edward Avenue / Brakenridge Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '650sqft'}"
"$3,800.00",/v-apartments-condos/vancouver/large-2-bedroom-downtown-english-bay/1544546193,LARGE 2 BEDROOM - DOWNTOWN ENGLISH BAY,Vancouver,*Conditions apply and quoted prices are subject to change based on availability - Contact our leasing team now for availability* In the heart of Vancouver's west end! Beach Towers offers a wide range ...,"{'Nearest intersection': 'Beach Avenue / Bidwell Street', 'Bedrooms': '2', 'Bathrooms': '1.5', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$2,499.00",/v-apartments-condos/vancouver/luxury-studio-in-central-downtown/1683693793,Luxury Studio in central Downtown,Vancouver,Please call 7783164156 This amazing downtown Vancouver furnished studio rental at the Wall Center is right in the heart of all the action (1050 Burrard St.) and allows you to experience inner city ...,"{'Nearest intersection': 'Burrard Street / Comox Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '500sqft'}"
"$2,190.00",/v-apartments-condos/delta-surrey-langley/1-bedroom-office-1-bathroom-725-sq-ft-pet-friendly/1690921040,"1 bedroom + office, 1 bathroom 725 sq.ft. Pet friendly",Langley,"One bedroom and office/jr. bedroom with ensuite laundry, storage room, air condition, and balcony on the third floor overlooking private courtyard. Building complex includes gym, amenity room, ...","{'Nearest intersection': 'Fraser Highway / 201A Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '725sqft'}"
"$2,000.00",/v-apartments-condos/vancouver/2-bedroom-private-unit/1690920792,2 Bedroom Private Unit,Vancouver,"3840 Knight St, $2,000 Monthly 2 bedrooms, 1 Living Space, 1 Washroom, 1 Kitchen Space. Independant private entrance. Great for 2 or 3 people or small family. Transit and schools are close and ...","{'Nearest intersection': 'Knight Street / East 22nd Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': None}"
"$2,975.00",/v-apartments-condos/delta-surrey-langley/2-bed-and-1-den-condo-for-rent/1690920570,2 Bed and 1 Den Condo for rent,Surrey,"2bed and a den(Den is big enough to use as a third room) with 2 full bath. Looking for long term tenants. In suite laundary, washer and dryer, microwave, fridge, oven. Very nice place, with brand new ...","{'Nearest intersection': 'Barnston Drive East / 177A Street', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '2', 'Size (sqft)': '926sqft'}"
"$2,300.00",/v-apartments-condos/delta-surrey-langley/2-300-1br-667ft2-1-bedroom-plus-den/1690913890,"$2,300 / 1br - 667ft2 - 1 Bedroom plus den",Langley,"1 bedroom + den, 1 bathroom, 667 sq.ft., 1 parking stall. Built in 2019 and impeccably cared for!! $2350/month, available April 1,2024. Requires one-year lease. Brand new unit in Park Hill, a ...","{'Nearest intersection': 'Glover Road / Maxwell Crescent', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '667sqft'}"
Please Contact,/v-apartments-condos/burnaby-new-westminster/2-bedrm-suite/1690913032,2 Bedrm suite,Burnaby,"Ground floor 2bedrm,2 full bath (Mster bedrm with full bath)very bright & spacious,floor heating,Lots windows,close to bus,SFU,BCIT & Metrotown.Near Burnaby City Hall.For more details call at ...","{'Nearest intersection': 'Canada Way / Chiselhampton Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '829sqft'}"
"$2,600.00",/v-apartments-condos/burnaby-new-westminster/two-bedroom-apartment-for-rent-near-new-west-skytrain-station/1690908971,Two Bedroom Apartment for rent near New West Skytrain Station,New Westminster,two bedroom apartment for rent near new westminster skytrain station The layout is two in-suite rooms each with its own full bath two balconies very close to all amenities at new west minster please ...,"{'Nearest intersection': 'Carnarvon Street / Quayside Drive', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '816sqft'}"
"$1,800.00",/v-apartments-condos/vancouver/a-cpl-looking-for-a-studio-or-a-one-bedroom/1690890233,A cpl  looking for a studio or a one bedroom,Vancouver,Hello my common law partner and I are looking for a studio or a one bedroom preferably in Burnaby New West or Vancouver 1800 is our Max budget we don't party we are very clean and considerate we ...,"{'Nearest intersection': 'East 41st Avenue / Victoria Drive', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '700sqft'}"
"$2,900.00",/v-apartments-condos/vancouver/kitsilano-furnished-1-bedroom-apartment/1690829349,Kitsilano Furnished 1 Bedroom Apartment,Vancouver,Underground Parking In-unit washer and dryer fully furnished Internet and hydro NOT included Bus stops nearby,"{'Nearest intersection': 'West Broadway / Blenheim Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '3', 'Size (sqft)': '680sqft'}"
"$2,950.00",/v-apartments-condos/vancouver/beautiful-well-laid-out-1-bedroom-den-condo-in-yaletown/1690827524,Beautiful well laid out 1 bedroom+den condo in Yaletown,Vancouver,"Check out this beautiful Elan apartment by Cressey. It's a 1 bedroom plus den, 1 bathroom unit with large windows facing northwest. The apartment comes with underground parking. It recently got a ...","{'Nearest intersection': 'Seymour Street / Drake Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '550sqft'}"
"$3,450.00",/v-apartments-condos/north-shore/ocean-view-prime-location-2beds-for-rent/1690826509,Ocean view prime location 2beds for rent,North Vancouver,California-style house facing south on a 1/2 acre of prime real estate. Two-bedroom suite on the lower floor of the house. Side entrance. New paint job and appliance. Fabulous ocean view with a large ...,"{'Nearest intersection': 'Lonsdale Avenue / West 21st Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '800sqft'}"
"$3,300.00",/v-apartments-condos/burnaby-new-westminster/2bd-and-2bth-12-floor-unfurnished-condo-by-metrotown/1690804125,2bd and 2bth 12 floor unfurnished condo by Metrotown,Burnaby/New Westminster,"Unfurnished Home in Metrotown 2Bed 2Bath for Rent! *AVAILABLE NOW * *w/ Air Conditioning* *Unfurnished* Located in the heart of Metrotown 30 second walk to Metrotown Skytrain Station, 15 minutes to ...","{'Nearest intersection': 'Beresford Street / McKay Avenue', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '780sqft'}"
"$3,100.00",/v-apartments-condos/north-shore/renovated-british-properties-walkout-basement-suite-for-rent/1690789905,Renovated British Properties Walkout Basement Suite For Rent,West Vancouver,A fully furnished large one-bedroom garden-level suite in a very quiet and scenic neighborhood. Pictures to follow. Exclusive use of a garden-level suite with a spectacular view. Includes one large ...,"{'Nearest intersection': 'Stevens Drive / Southborough Drive', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '2', 'Size (sqft)': '1400sqft'}"
"$1,150.00",/v-apartments-condos/richmond-bc/one-bedroom/1690786754,One Bedroom,Richmond,One bedroom available in two bedroom basement. All utilities included. Only for girls.,"{'Nearest intersection': 'Sussex Avenue / Winnifred Street', 'Bedrooms': None, 'Bathrooms': None, 'Unit type': None, 'Parking included': None, 'Size (sqft)': None}"
"$3,000.00",/v-apartments-condos/richmond-bc/new-westminster-2-bedrooms-11-east-royal-avenue/1690718162,New Westminster - 2 bedrooms - 11 East Royal Avenue,New Westminster,"879 sq ft, 2 bedrooms, 2 bathrooms BUILDING FEATURES: Buzzer entry, underground parking (included) balcony, gym in building, sauna, outdoor pool, outdoor hot tub, club house with pool table and ...","{'Nearest intersection': 'Royal Avenue / McBride Boulevard', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '879sqft'}"
"$1,700.00",/v-apartments-condos/delta-surrey-langley/ocean-park-south-surrey-1-bedroom-1-bath-legal-basement-suite/1690716872,"Ocean Park, South Surrey 1 Bedroom 1 Bath Legal Basement Suite",Surrey,"Ocean Park, South Surrey 1 Bedroom 1 Bath Legal Basement Suite (Brand New House) 1 Bedroom 1 Bath new basement suite located in Ocean Park, South Surrey 20Avenue/129Street Asking price - $1700/month ...","{'Nearest intersection': '20 Avenue / 129 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '1000sqft'}"
"$3,980.00",/v-apartments-condos/vancouver-downtown-west-end/kitsilano-2-bed-2-bath-1-den-1-solarium-condo-unit-for-ren/1690707451,Kitsilano 2 bed + 2 bath + 1 Den + 1 Solarium Condo Unit for Ren,Vancouver,"Kitsilano 2 bed + 2 bath + 1 Den + 1 Solarium Condo Unit for Rent 7F - 2507 Maple St, Vancouver V6J 0E1 This spacious 1137 sq.ft. 2 bedroom 2 bathroom 1 den condo unit is located on the 7th floor ...","{'Nearest intersection': 'West Broadway / Maple Street', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '0', 'Size (sqft)': '1137sqft'}"
"$3,500.00",/v-apartments-condos/vancouver/3-500-2br-743ft2-2-bedrooms-at-palisades-west-end/1690702947,"$3,500 / 2br - 743ft2 - 2 bedrooms at “Palisades” West End",Vancouver,"Prestige Palisades twin towers at Alberni & Bute in the heart of Downtown Vancouver. Walk to excellent restaurants and high-end shopping, transit. Robson Street shops, Pacific Centre mall, a few ...","{'Nearest intersection': 'Robson Street / Bute Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '743sqft'}"
"$2,600.00",/v-apartments-condos/richmond-bc/one-bedroom-richmond-centre/1690655710,One bedroom Richmond Centre,Richmond,Huge 1BR / 1Ba 950 SF available now furnished Internet and hydro are included free laundry in bldg no pets no smoking attached garage rent period: 12 months minimum An extra spacious one-bedroom ...,"{'Nearest intersection': 'No 3 Road / Cook Road', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '950sqft'}"
Please Contact,/v-apartments-condos/delta-surrey-langley/eight-month-1-b-d-apartment/1690653593,Eight month 1 B+D apartment,Delta/Surrey/Langley,"Eight month 1 bed +d and 1 bath condo with stunning views. A great choice for professionals, working couples or students. Centrally located, providing easy access to Vancouver, Burnaby, Coquitlam and ...","{'Nearest intersection': '104 Avenue / 133A Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '476sqft'}"
Please Contact,/v-apartments-condos/vancouver/furnished-2-bedroom-and-den-with-large-patio-yaletown/1690652668,Furnished 2 bedroom and Den  with large patio - Yaletown,Vancouver,"This 832 sqft bright corner unit (2bdr+den)features floor-to-ceiling windows, creating a relaxing atmosphere in the living room. From here, you can step onto the spacious private balcony, where you ...","{'Nearest intersection': 'Granville Street / Drake Street', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '832sqft'}"
"$1,500.00",/v-apartments-condos/delta-surrey-langley/looking-for-place-to-rent/1690652353,Looking for place to rent,Delta/Surrey/Langley,Hi me and my wife are looking for a nice quiet place to live in and we work for a living and we have 3 daughters who go to school full time but are awesome very respectful and kind we need housing so ...,"{'Nearest intersection': '148 Street / 106 Avenue', 'Bedrooms': '3', 'Bathrooms': '1', 'Unit type': 'Townhouse', 'Parking included': '1', 'Size (sqft)': '1400sqft'}"
"$5,000.00",/v-apartments-condos/vancouver/5-000-2br-brand-new-1-month-free-rent-coal-harbour/1690644417,"$5,000 / 2br - brand new, 1 month free rent, coal harbour",Vancouver,Architectural Masterpiece The most prestigious and stunning building in Vancouver. Built by Westbank Properties and designed by world renowned architect Kengo Kuma. Brand new unit 2 bedroom plus flex ...,"{'Nearest intersection': 'West 2nd Avenue / Wylie Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '1135sqft'}"
"$4,000.00",/v-apartments-condos/burnaby-new-westminster/furnished-apartment-for-rent/1690631820,Furnished Apartment for Rent,New Westminster,Accept students for long-term,"{'Nearest intersection': 'Columbia Street / Front Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '966sqft'}"
"$2,300.00",/v-apartments-condos/burnaby-new-westminster/2-300-westwood-plateau-separate-furnished-1-bedroom-unit/1690616134,"$2,300 / Westwood Plateau Separate Furnished 1 bedroom unit",Coquitlam,"Discover the perfect 1-bedroom suite with windows and an open kitchen concept floor plan in Westwood Plateau! This cozy unit is situated in a quiet cul-de-sac at 1506 Vinemaple Pl, Coquitlam offers a ...","{'Nearest intersection': 'Panorama Drive / Vinemaple Place', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$1,800.00",/v-apartments-condos/vancouver/2br-bright-clean-newer-home-2-bedroom-basement-suite/1690613318,"2br - Bright,Clean, Newer Home,2 Bedroom Basement Suite",Vancouver,"This is 2 bedroom suite located in a newer home. It is ground level and very bright. High Speed Internet Service. Hydro and Electricity included. Bathroom with bathtub. There is no laundry room, ...","{'Nearest intersection': 'Fraser Street / East 56th Avenue', 'Bedrooms': '2', 'Bathrooms': '1.5', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$2,200.00",/v-apartments-condos/burnaby-new-westminster/laneway-home-for-rent-in-glenbrook-north/1690603973,Laneway Home For Rent In Glenbrook North,New Westminster,"A Newly Build 2 story carriage home for rent, in the desirable Glenbrook North Neighborhood of New Westminster. - Rent 2,200/month includes utilities, internet & in-suite laundry - Private outdoor ...","{'Nearest intersection': 'Eighth Avenue / Fourth Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '520sqft'}"
"$2,200.00",/v-apartments-condos/burnaby-new-westminster/laneway-home-for-rent-in-glenbrook-north/1690603628,Laneway Home For Rent In Glenbrook North,New Westminster,"A Newly Build 2 story carriage home for rent, in the desirable Glenbrook North Neighborhood of New Westminster. - Rent 2,200/month includes utilities, internet & in-suite laundry - Private outdoor ...","{'Nearest intersection': 'Eighth Avenue / Fourth Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '520sqft'}"
"$3,300.00",/v-apartments-condos/vancouver-downtown-west-end/3300-2br-bright-spacious-2-bed-apartment-kerrisdale/1690593664,"$3300 / 2br - Bright, Spacious 2-Bed apartment (Kerrisdale)",Vancouver,"WiFi, Hydro, Heat, Water (all utilities) included in the listed price. Bright, Spacious 2-Bedroom Basement apartment available. 5 minute walk to Prince of Wales Secondary School, Arbutus Greenway, ...","{'Nearest intersection': 'West 33rd Avenue / Narvaez Drive', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '3', 'Size (sqft)': '945sqft'}"
"$3,250.00",/v-apartments-condos/tricities-pitt-maple/2-beds-2-baths-condo-for-rent/1690573349,2 beds 2 baths condo for rent,Port Moody,"2 beds 2 baths in Sutterbrook, Port Moody BC. with access to full amenities, 2 parking spots underground, 1 locker, Comes unfurnished","{'Nearest intersection': 'Murray Street / Morrissey Road', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '2', 'Size (sqft)': '1000sqft'}"
"$2,500.00",/v-apartments-condos/north-shore/1-bedroom-garden-suit-with-view/1690572867,1 Bedroom Garden Suit with View,North Vancouver,"Unfurnished Recently renovated one bedroom garden level basement suite in upper Lynn Valley, North Vancouver. This newly renovated suite is open and inviting with a brand-new kitchen and bathroom. ...","{'Nearest intersection': 'Mountain Highway / Kilmer Road', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '598sqft'}"
"$5,500.00",/v-apartments-condos/vancouver/brand-new-premium-3-bedroom-3-bathrooms-den-corner-unit/1690569922,"Brand New Premium 3 bedroom, 3 bathrooms + Den / Corner Unit!",Vancouver,* South-Facing with Abundance of Sunlight * Corner Unit with Extra Windows * Three Large Bedrooms Plus Den * Extra Large Private Parking Spot and Private Entry with No Adjacent Cars Introducing a ...,"{'Nearest intersection': 'West 49th Avenue / Heather Street', 'Bedrooms': '3.5', 'Bathrooms': '2.5', 'Unit type': 'Townhouse', 'Parking included': '1', 'Size (sqft)': '1800sqft'}"
Please Contact,/v-apartments-condos/north-shore/2-bed-one-bath-apartment-for-rent-in-quesnel-bc-rent-1000/1690565686,"2 bed one bath apartment for rent in Quesnel, BC. Rent $ 1000",North Vancouver,Well maintained building in West Quesnel for long term rental. Rent $ 1000 plus utilities,"{'Nearest intersection': 'Dollarton Highway / Roche Point Drive', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '800sqft'}"
"$3,000.00",/v-apartments-condos/vancouver-downtown-west-end/ocean-view-1-bedroom-condo-for-rent-888-pacific-st-vancouver/1690562550,"Ocean View 1 Bedroom Condo For Rent - 888 Pacific St, Vancouver",Vancouver,Furnished/semi furnished boutique style one bedroom + solarium condominium in the heart of Yaletown. Features a breathtaking ocean view for sunset lovers and only a five minute walk away from English ...,"{'Nearest intersection': 'Pacific Street / Hornby Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '535sqft'}"
"$3,100.00",/v-apartments-condos/burnaby-new-westminster/2-bedroom-2-bathroom-coquitlam-condo-for-rent/1690552172,2 Bedroom 2 Bathroom Coquitlam Condo for Rent,Coquitlam,"Luxurious Living on the Golf Course! Welcome to your new home at 1706-595 Austin Ave. Coquitlam! Nestled within the prestigious Wynwood Green by Anthem, this condo offers the epitome of modern living ...","{'Nearest intersection': 'Austin Avenue / Guilby Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '2', 'Size (sqft)': '756sqft'}"
"$2,000.00",/v-apartments-condos/delta-surrey-langley/cozy-studio/1683216444,Cozy Studio,Surrey,Cozy Studio Incentives: Save money and time in transportation -40min train ride to Vancouver City Centre 14-minute walk away from SFU Surrey campus and future UBC Surrey campus. 10-minute walk away ...,"{'Nearest intersection': 'City Parkway / 106 Avenue', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '401sqft'}"
"$2,000.00",/v-apartments-condos/tricities-pitt-maple/1-bedroom-suite-perfect-location/1690546426,1 bedroom suite - perfect location,Coquitlam,"Enjoy a stylish experience at this centrally located place. 1-bedroom newly renovated fully furnished ground floor suite with air conditioner for hot summers. Close to sky train and bus stops, ...","{'Nearest intersection': 'Pipeline Road / Robson Drive', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '550sqft'}"
